"","PYPL.Open","PYPL.High","PYPL.Low","PYPL.Close","PYPL.Volume","PYPL.Adjusted"
"2015-08-04",39.9099998474121,39.9099998474121,38.4300003051758,38.9500007629395,10992200,38.742862701416
"2015-08-05",39.7000007629395,39.8800010681152,39.1699981689453,39.2700004577637,9463100,39.0611610412598
"2015-08-06",39.6300010681152,39.7400016784668,38.5499992370605,38.8499984741211,7324100,38.6433944702148
"2015-08-07",39.0400009155273,39.2299995422363,38.5999984741211,39.1300010681152,8331300,38.9219093322754
"2015-08-10",39.4300003051758,39.689998626709,38.7700004577637,39.0499992370605,7998900,38.8423309326172
"2015-08-11",38.9300003051758,39.2799987792969,38.7200012207031,38.8499984741211,8184000,38.6433944702148
"2015-08-12",38.5499992370605,38.5800018310547,37.0099983215332,38.189998626709,21350600,37.9869041442871
"2015-08-13",38.4000015258789,38.4900016784668,37.439998626709,37.6199989318848,7863500,37.4199371337891
"2015-08-14",37.4900016784668,38.1800003051758,37.3800010681152,38.1399993896484,6271100,37.9371719360352
"2015-08-17",38.2999992370605,38.75,37.7000007629395,38.7299995422363,4931700,38.5240325927734
"2015-08-18",39,39,37.8699989318848,37.9900016784668,4678800,37.787971496582
"2015-08-19",37.8699989318848,38.0999984741211,37.0299987792969,37.189998626709,6923400,36.9922256469727
"2015-08-20",36.8499984741211,37.3400001525879,35.8800010681152,35.9799995422363,10645700,35.7886581420898
"2015-08-21",35.5699996948242,36.1100006103516,33.8300018310547,34.25,16824100,34.0678596496582
"2015-08-24",31.1700000762939,34.8499984741211,30,33.75,19676600,33.5705146789551
"2015-08-25",35.439998626709,35.4599990844727,32.7000007629395,32.7000007629395,15557100,32.5261001586914
"2015-08-26",33.7000007629395,33.8400001525879,31.7099990844727,33.1699981689453,25350400,32.9935989379883
"2015-08-27",33.8699989318848,34.7700004577637,33.1599998474121,34.6199989318848,18909600,34.4358863830566
"2015-08-28",34.5099983215332,35.2599983215332,34.3699989318848,35.0400009155273,8344800,34.8536567687988
"2015-08-31",35.5,35.5099983215332,34.7700004577637,35,12123800,34.8138694763184
"2015-09-01",34.1500015258789,34.6800003051758,33.4099998474121,33.7700004577637,13376000,33.5904121398926
"2015-09-02",34.5999984741211,35.0800018310547,33.8349990844727,35.0699996948242,7521000,34.8834953308105
"2015-09-03",35.0099983215332,35.4599990844727,34.7700004577637,35.310001373291,6683800,35.1222229003906
"2015-09-04",34.7099990844727,34.7200012207031,33.7799987792969,34.2900009155273,7483100,34.1076469421387
"2015-09-08",34.810001373291,34.8899993896484,34.25,34.7000007629395,7674500,34.5154647827148
"2015-09-09",34.9199981689453,34.9500007629395,33.8800010681152,34.3699989318848,10946900,34.1872215270996
"2015-09-10",34.2299995422363,34.2900009155273,32.9500007629395,33.4599990844727,12134500,33.2820587158203
"2015-09-11",33.2700004577637,33.5900001525879,32.6100006103516,33.5499992370605,9184200,33.3715782165527
"2015-09-14",33.7000007629395,33.9500007629395,33.2000007629395,33.7700004577637,7897700,33.5904121398926
"2015-09-15",33.7200012207031,33.9500007629395,32.6699981689453,33.7999992370605,11874900,33.6202507019043
"2015-09-16",33.4599990844727,34.060001373291,33.3600006103516,33.7700004577637,7183900,33.5904121398926
"2015-09-17",33.7200012207031,33.9900016784668,33.0800018310547,33.3199996948242,7846800,33.1428031921387
"2015-09-18",32.9000015258789,33.7799987792969,32.5499992370605,32.9199981689453,16488100,32.744930267334
"2015-09-21",33.6599998474121,34.6199989318848,33.4300003051758,34.25,12736500,34.0678596496582
"2015-09-22",33.939998626709,34.0999984741211,33.189998626709,33.3499984741211,8538000,33.1726417541504
"2015-09-23",33.4900016784668,34.3400001525879,33.2599983215332,34.1599998474121,5405500,33.9783401489258
"2015-09-24",34,34.0699996948242,33.3800010681152,33.9099998474121,6544500,33.7296676635742
"2015-09-25",34.5999984741211,34.689998626709,33.5,33.7700004577637,6566800,33.5904121398926
"2015-09-28",33.6800003051758,33.6800003051758,32.1549987792969,32.25,7407300,32.0784950256348
"2015-09-29",32.2700004577637,32.6699981689453,30.2999992370605,30.6299991607666,12008100,30.4671096801758
"2015-09-30",31.2000007629395,31.2800006866455,30.6399993896484,31.0400009155273,13672000,30.8749313354492
"2015-10-01",30.8199996948242,31.5869998931885,30.75,31.4799995422363,9657000,31.3125896453857
"2015-10-02",30.8199996948242,32.8600006103516,30.75,32.8300018310547,7609800,32.6554145812988
"2015-10-05",32.9500007629395,33.0200004577637,32.3800010681152,32.6699981689453,6119100,32.4962577819824
"2015-10-06",32.9099998474121,32.9099998474121,31.7800006866455,31.8600006103516,7409800,31.6905689239502
"2015-10-07",32.310001373291,32.4710006713867,31.5200004577637,32.3800010681152,6969600,32.2078056335449
"2015-10-08",32.439998626709,32.4500007629395,31.0900001525879,31.6700000762939,9281500,31.501579284668
"2015-10-09",31.6900005340576,32.4500007629395,31.4099998474121,32.060001373291,5911400,31.8895053863525
"2015-10-12",32.189998626709,32.6699981689453,32.0999984741211,32.6300010681152,3915500,32.4564781188965
"2015-10-13",32.5999984741211,33.4799995422363,32.3400001525879,33.2200012207031,8787700,33.0433387756348
"2015-10-14",33.4000015258789,34.4599990844727,33.4000015258789,34.0499992370605,8198300,33.8689193725586
"2015-10-15",34.4500007629395,34.7200012207031,34.1599998474121,34.6199989318848,9103200,34.4358863830566
"2015-10-16",34.75,35.0499992370605,33.9500007629395,34.2900009155273,5390700,34.1076469421387
"2015-10-19",34.4300003051758,34.9049987792969,33.7900009155273,34.8400001525879,5855700,34.6547203063965
"2015-10-20",34.7999992370605,34.9900016784668,34.5900001525879,34.8699989318848,6084200,34.6845588684082
"2015-10-21",34.75,34.7999992370605,32.8800010681152,33.8300018310547,9054500,33.6500930786133
"2015-10-22",34.4300003051758,35.25,34.2599983215332,34.7900009155273,8735500,34.6049880981445
"2015-10-23",35.7299995422363,35.75,34.7999992370605,34.9900016784668,8909100,34.8039245605469
"2015-10-26",36.0499992370605,36.5900001525879,35.5149993896484,36.439998626709,11554600,36.2462120056152
"2015-10-27",36.3899993896484,36.3940010070801,35.310001373291,35.939998626709,8502400,35.7488670349121
"2015-10-28",36.2099990844727,36.6500015258789,35.810001373291,36.5200004577637,11634300,36.3257865905762
"2015-10-29",34.7299995422363,36.5,34.5,35.9099998474121,25137300,35.7190284729004
"2015-10-30",35.6399993896484,36.4900016784668,35.2400016784668,36.0099983215332,13409200,35.8184967041016
"2015-11-02",35.5800018310547,37.4099998474121,35.4500007629395,36.9900016784668,11254900,36.793285369873
"2015-11-03",37.0499992370605,38.439998626709,37,37.9000015258789,12025200,37.6984481811523
"2015-11-04",38.4500007629395,38.5200004577637,37.3300018310547,37.5999984741211,12226800,37.4000434875488
"2015-11-05",37.8199996948242,37.9799995422363,36.6599998474121,36.7099990844727,9068900,36.5147743225098
"2015-11-06",36.5900001525879,36.7000007629395,35.7999992370605,36.2400016784668,10256800,36.0472793579102
"2015-11-09",36.0999984741211,36.7400016784668,35.6500015258789,36.5999984741211,11571500,36.4053573608398
"2015-11-10",36.5800018310547,37.2000007629395,36.5,37,36384400,36.8032341003418
"2015-11-11",37.189998626709,37.3199996948242,35.75,36.3300018310547,12762500,36.1367988586426
"2015-11-12",35.9449996948242,36.0499992370605,34.8300018310547,35.5699996948242,11835900,35.3808364868164
"2015-11-13",35.1800003051758,35.5,34.5,34.5299987792969,7364400,34.3463706970215
"2015-11-16",34.5499992370605,35.6599998474121,34.5299987792969,35.6100006103516,6734500,35.4206275939941
"2015-11-17",35.8899993896484,36.4500007629395,35.7099990844727,36.2099990844727,7344900,36.0174331665039
"2015-11-18",36.3199996948242,36.9500007629395,35.7849998474121,36.2200012207031,8323100,36.0273818969727
"2015-11-19",36.4500007629395,36.5,35.9099998474121,36.189998626709,5041300,35.9975395202637
"2015-11-20",36.4500007629395,36.4500007629395,35.9199981689453,36.3600006103516,4543400,36.1666374206543
"2015-11-23",36.5,36.6500015258789,35.4099998474121,35.560001373291,6961000,35.3708915710449
"2015-11-24",35.25,35.2999992370605,34.8800010681152,35.1199989318848,8390100,34.9332313537598
"2015-11-25",35.2000007629395,35.8600006103516,35.1300010681152,35.3600006103516,3881800,35.1719551086426
"2015-11-27",35.5200004577637,35.7000007629395,35.060001373291,35.1800003051758,2549400,34.9929122924805
"2015-11-30",35.3600006103516,35.439998626709,34.689998626709,35.2599983215332,9357300,35.0724830627441
"2015-12-01",35.4099998474121,35.4099998474121,33.8499984741211,35.1699981689453,14893900,34.9829635620117
"2015-12-02",35.2299995422363,36.1699981689453,34.9300003051758,35.1500015258789,5762400,34.9630737304688
"2015-12-03",35.2000007629395,35.2299995422363,33.8499984741211,34.2299995422363,7311900,34.0479621887207
"2015-12-04",34.3800010681152,35.8199996948242,34.2200012207031,35.6199989318848,10664300,35.4305725097656
"2015-12-07",35.7099990844727,35.7999992370605,34.8499984741211,35.1599998474121,4918000,34.9730186462402
"2015-12-08",34.6300010681152,35.7000007629395,34.5200004577637,35.5999984741211,7420800,35.4106788635254
"2015-12-09",35.3899993896484,35.5999984741211,34.8300018310547,35.0699996948242,7381700,34.8834953308105
"2015-12-10",35.1599998474121,35.9099998474121,35.1599998474121,35.4900016784668,6949700,35.3012657165527
"2015-12-11",35.1500015258789,35.326000213623,34.4199981689453,34.689998626709,8309200,34.5055160522461
"2015-12-14",34.6100006103516,35.2229995727539,34.3300018310547,35.0099983215332,5784400,34.8238182067871
"2015-12-15",35.189998626709,36.5099983215332,35.1800003051758,36.3199996948242,11709900,36.1268501281738
"2015-12-16",36.1199989318848,36.25,35.189998626709,35.9799995422363,7076300,35.7886581420898
"2015-12-17",36,36.5800018310547,35.5099983215332,35.5400009155273,6454100,35.3509979248047
"2015-12-18",35.3499984741211,35.7599983215332,34.7299995422363,34.9799995422363,13745900,34.7939758300781
"2015-12-21",35.2099990844727,36.1500015258789,35.1100006103516,36.0800018310547,5856000,35.8881301879883
"2015-12-22",36.1199989318848,36.8899993896484,35.7799987792969,36.8050003051758,6030900,36.6092681884766
"2015-12-23",36.7900009155273,37.6800003051758,36.7700004577637,37.1100006103516,7579500,36.9126510620117
"2015-12-24",37.0099983215332,37.2299995422363,36.8199996948242,37.0699996948242,2133400,36.872859954834
"2015-12-28",36.7000007629395,37,36.25,36.6100006103516,4930100,36.4153060913086
"2015-12-29",36.9199981689453,37.4500007629395,36.75,37.0800018310547,3436600,36.8828086853027
"2015-12-30",37.0699996948242,37.25,36.4599990844727,36.4799995422363,4106700,36.2859992980957
"2015-12-31",36.2999992370605,36.5,36.0509986877441,36.2000007629395,4481900,36.0074882507324
"2016-01-04",35.1300010681152,35.560001373291,34.2799987792969,34.75,12287700,34.5652008056641
"2016-01-05",34.9799995422363,34.9799995422363,33.8600006103516,34.310001373291,11227700,34.1275405883789
"2016-01-06",33.7000007629395,34.0099983215332,33.2099990844727,33.9799995422363,8441300,33.7992935180664
"2016-01-07",33.1500015258789,34.1609992980957,33.0200004577637,33.1300010681152,11041100,32.9538154602051
"2016-01-08",33.4599990844727,33.8800010681152,32.6300010681152,32.689998626709,7848800,32.5161514282227
"2016-01-11",33.0200004577637,33.4300003051758,32.4700012207031,33.0400009155273,8937400,32.8642959594727
"2016-01-12",33.3499984741211,33.5699996948242,32.6599998474121,33.0800018310547,7854000,32.9040832519531
"2016-01-13",33.2799987792969,33.5699996948242,31.9699993133545,32.1199989318848,8069400,31.9491844177246
"2016-01-14",32.1500015258789,33.0400009155273,31.7049999237061,32.8699989318848,7749500,32.6951942443848
"2016-01-15",31.6200008392334,32.5400009155273,31.6200008392334,32.310001373291,12174400,32.1381759643555
"2016-01-19",32.7599983215332,33.1800003051758,31.9300003051758,32.2000007629395,6674700,32.0287628173828
"2016-01-20",31.4300003051758,31.7000007629395,30.5200004577637,31.2000007629395,13170600,31.0340785980225
"2016-01-21",31.6100006103516,31.7399997711182,30.8999996185303,31.2000007629395,9978900,31.0340785980225
"2016-01-22",31.6499996185303,31.9699993133545,31.5400009155273,31.6900005340576,9444000,31.5214729309082
"2016-01-25",31.9799995422363,31.9799995422363,31.3500003814697,31.4699993133545,7591800,31.3026428222656
"2016-01-26",31.4899997711182,31.9799995422363,31.3899993896484,31.9699993133545,8617000,31.7999820709229
"2016-01-27",31.9599990844727,32.6300010681152,31.3799991607666,31.5900001525879,12711700,31.422004699707
"2016-01-28",33.6300010681152,34.75,33.3499984741211,34.2400016784668,20378600,34.0579109191895
"2016-01-29",34.4900016784668,36.2599983215332,34.3600006103516,36.1399993896484,21201100,35.9478034973145
"2016-02-01",35.6500015258789,37.3199996948242,35.5900001525879,37.0800018310547,17356000,36.8828086853027
"2016-02-02",36.5299987792969,37.7700004577637,36.439998626709,36.8300018310547,17310600,36.6341400146484
"2016-02-03",36.8699989318848,37.5499992370605,36.0699996948242,37.0099983215332,14543100,36.8131790161133
"2016-02-04",36.6599998474121,37.2849998474121,36.5400009155273,37.1699981689453,10212300,36.9723281860352
"2016-02-05",37.1599998474121,37.1599998474121,34.8199996948242,35.0699996948242,16245800,34.8834953308105
"2016-02-08",34,34.2900009155273,31.9799995422363,33.6100006103516,20629000,33.4312629699707
"2016-02-09",32.7999992370605,33.8580017089844,31.6399993896484,32.7000007629395,16439200,32.5261001586914
"2016-02-10",33.6199989318848,33.939998626709,32.8199996948242,32.9000015258789,8636500,32.7250366210938
"2016-02-11",32.1199989318848,33.6399993896484,32.0099983215332,33.5200004577637,13170100,33.341739654541
"2016-02-12",33.9700012207031,34.439998626709,33.810001373291,34.2999992370605,9437100,34.1175918579102
"2016-02-16",34.6500015258789,35.5200004577637,34.4799995422363,35.4599990844727,9152400,35.2714233398438
"2016-02-17",35.9799995422363,36.9099998474121,35.810001373291,36.3600006103516,12070600,36.1666374206543
"2016-02-18",36.4099998474121,36.5299987792969,35.6599998474121,36.310001373291,9022100,36.1169052124023
"2016-02-19",36,36.2350006103516,35.6100006103516,35.7599983215332,9652800,35.56982421875
"2016-02-22",36.4500007629395,36.5,35.8199996948242,36,10476200,35.8085517883301
"2016-02-23",35.7200012207031,35.935001373291,35.0200004577637,35.4799995422363,8415200,35.291316986084
"2016-02-24",35.2200012207031,36.75,34.8600006103516,36.4700012207031,8090600,36.2760543823242
"2016-02-25",36.6699981689453,36.8300018310547,36.1800003051758,36.7400016784668,5209500,36.544620513916
"2016-02-26",36.7299995422363,37.5349998474121,36.3699989318848,37.4900016784668,8595000,37.2906303405762
"2016-02-29",37.4700012207031,38.9300003051758,37.4500007629395,38.1399993896484,23939900,37.9371719360352
"2016-03-01",38.5200004577637,39.5449981689453,38.0200004577637,39.25,14085300,39.0412673950195
"2016-03-02",39.2000007629395,39.9300003051758,38.7000007629395,39.1599998474121,12895900,38.9517440795898
"2016-03-03",38.9599990844727,39.2400016784668,38.6290016174316,39.0200004577637,7656900,38.8124923706055
"2016-03-04",38.7700004577637,39.7000007629395,38.7550010681152,39.0400009155273,7200100,38.8323860168457
"2016-03-07",38.7799987792969,39.4000015258789,38.7200012207031,38.9799995422363,5327200,38.7727012634277
"2016-03-08",38.689998626709,38.8800010681152,38.1100006103516,38.1599998474121,6012700,37.9570655822754
"2016-03-09",38.4799995422363,38.6199989318848,37.8199996948242,38.5699996948242,4990500,38.3648834228516
"2016-03-10",38.6599998474121,39.2999992370605,37.4799995422363,38.4900016784668,7655700,38.2853126525879
"2016-03-11",39,39.5299987792969,38.8499984741211,39.4900016784668,9539500,39.2799949645996
"2016-03-14",39.4000015258789,39.7999992370605,39.0400009155273,39.3800010681152,5299700,39.1705780029297
"2016-03-15",39.0499992370605,39.6399993896484,39.0499992370605,39.2700004577637,5013900,39.0611610412598
"2016-03-16",39.0900001525879,39.8899993896484,38.5699996948242,39.8400001525879,6363500,39.6281280517578
"2016-03-17",39.8499984741211,40.1199989318848,39.1699981689453,39.9300003051758,9789600,39.7176513671875
"2016-03-18",39.8600006103516,39.8600006103516,38.689998626709,39.4099998474121,15132400,39.2004165649414
"2016-03-21",39.4099998474121,41.1699981689453,39.2000007629395,41.1399993896484,13432400,40.921215057373
"2016-03-22",40.6699981689453,41.75,40.6300010681152,41.3199996948242,10552300,41.1002616882324
"2016-03-23",41.060001373291,41.310001373291,40.0400009155273,40.5200004577637,8104700,40.304515838623
"2016-03-24",39.4000015258789,39.5099983215332,37,38.9199981689453,15040600,38.7130241394043
"2016-03-28",38.810001373291,39.1699981689453,38.6199989318848,38.7400016784668,6192900,38.5339813232422
"2016-03-29",38.7400016784668,39.7150001525879,38.2999992370605,39.5299987792969,5694000,39.3197784423828
"2016-03-30",39.939998626709,40.0400009155273,38.9949989318848,39.0400009155273,5246800,38.8323860168457
"2016-03-31",38.7400016784668,39,38.4300003051758,38.5999984741211,8087000,38.3947219848633
"2016-04-01",38.5099983215332,39.4599990844727,38.4000015258789,39.4000015258789,6982000,39.1904716491699
"2016-04-04",39.3600006103516,39.3800010681152,38.4099998474121,38.7900009155273,5381300,38.5837135314941
"2016-04-05",38.3499984741211,38.810001373291,37.7000007629395,38.5499992370605,5364800,38.3449897766113
"2016-04-06",38.4500007629395,39.185001373291,38.25,39.1599998474121,5526200,38.9517440795898
"2016-04-07",38.8499984741211,38.939998626709,38.1199989318848,38.2799987792969,7294500,38.0764274597168
"2016-04-08",38.6100006103516,38.6990013122559,38.0999984741211,38.4099998474121,7822300,38.2057342529297
"2016-04-11",38.3300018310547,38.8199996948242,38.0299987792969,38.060001373291,5428900,37.8576011657715
"2016-04-12",38.3199996948242,38.3199996948242,37.3400001525879,37.7999992370605,7677100,37.5989799499512
"2016-04-13",38.25,39.1199989318848,38.189998626709,38.7900009155273,7082400,38.5837135314941
"2016-04-14",38.939998626709,39.0200004577637,38.4150009155273,38.6399993896484,4590200,38.434513092041
"2016-04-15",38.689998626709,38.9500007629395,38.2900009155273,38.5800018310547,5239600,38.3748321533203
"2016-04-18",38.560001373291,39.689998626709,38.4300003051758,39.6399993896484,6433000,39.4291915893555
"2016-04-19",39.75,40.0699996948242,38.9749984741211,39.2400016784668,5915800,39.031322479248
"2016-04-20",39.2400016784668,40.2400016784668,39.1699981689453,40.0800018310547,7723500,39.8668556213379
"2016-04-21",40.2000007629395,40.5499992370605,40.0139999389648,40.0999984741211,5539400,39.8867454528809
"2016-04-22",39.7200012207031,40.6349983215332,39.6800003051758,40.310001373291,6433900,40.095630645752
"2016-04-25",40.2700004577637,40.8400001525879,39.5400009155273,39.8199996948242,7934200,39.6082344055176
"2016-04-26",39.5699996948242,40.1300010681152,39.3300018310547,39.7299995422363,5271200,39.5187149047852
"2016-04-27",39.6800003051758,40.1800003051758,39.2000007629395,40.0099983215332,12727600,39.7972259521484
"2016-04-28",41,41.4900016784668,39.9099998474121,40.0699996948242,17800000,39.8569068908691
"2016-04-29",39.7099990844727,39.8699989318848,38.5900001525879,39.1800003051758,10001400,38.9716377258301
"2016-05-02",39.0699996948242,39.2700004577637,38.7299995422363,39.0200004577637,6777500,38.8124923706055
"2016-05-03",38.6300010681152,38.9700012207031,38.1399993896484,38.3600006103516,9146600,38.1560020446777
"2016-05-04",38.0699996948242,38.4599990844727,37.8699989318848,38.310001373291,8121600,38.1062660217285
"2016-05-05",38.3800010681152,39.1189994812012,38.3199996948242,38.9500007629395,7127200,38.742862701416
"2016-05-06",38.7099990844727,39.7000007629395,38.6100006103516,39.4799995422363,6566900,39.2700462341309
"2016-05-09",39.4199981689453,40.1800003051758,39.3300018310547,39.6199989318848,5861000,39.4092979431152
"2016-05-10",39.6199989318848,40.1500015258789,39.2400016784668,40.1100006103516,6588700,39.8966941833496
"2016-05-11",39.5699996948242,40.3139991760254,39.5699996948242,39.7099990844727,5995500,39.4988212585449
"2016-05-12",39.8499984741211,40,39.1699981689453,39.5099983215332,6323100,39.2998847961426
"2016-05-13",39.5400009155273,39.7999992370605,39.310001373291,39.4799995422363,5885900,39.2700462341309
"2016-05-16",39.3600006103516,39.5299987792969,39.1300010681152,39.2999992370605,10316000,39.0910034179688
"2016-05-17",39.0999984741211,39.6599998474121,38.75,39.064998626709,10746100,38.857250213623
"2016-05-18",39.1800003051758,39.3600006103516,38.5,38.9799995422363,10393500,38.7727012634277
"2016-05-19",38.810001373291,38.8800010681152,37.310001373291,37.6500015258789,17041300,37.4497756958008
"2016-05-20",37.7900009155273,37.9500007629395,37.4900016784668,37.5299987792969,12496600,37.3304138183594
"2016-05-23",37.6800003051758,38.2299995422363,37.3899993896484,38.0699996948242,9083800,37.867546081543
"2016-05-24",38.2799987792969,39.0050010681152,38.2799987792969,38.9199981689453,7555200,38.7130241394043
"2016-05-25",38.8699989318848,39.060001373291,38.5099983215332,38.7599983215332,6538900,38.5538711547852
"2016-05-26",38.7099990844727,38.7400016784668,38,38.0699996948242,5894700,37.867546081543
"2016-05-27",38,38.3450012207031,37.9199981689453,38.0900001525879,5863600,37.8874359130859
"2016-05-31",37.9599990844727,38.0299987792969,37.5,37.7900009155273,12231400,37.5890350341797
"2016-06-01",37.810001373291,38.4790000915527,37.7099990844727,38.310001373291,5458500,38.1062660217285
"2016-06-02",38.4199981689453,38.685001373291,38.3199996948242,38.560001373291,4658600,38.3549385070801
"2016-06-03",38.439998626709,38.5900001525879,37.8129997253418,38.3300018310547,4986000,38.126163482666
"2016-06-06",38.4700012207031,38.4900016784668,37.9799995422363,38.0999984741211,5065900,37.8973808288574
"2016-06-07",38.0699996948242,38.4799995422363,37.5200004577637,37.5699996948242,6324400,37.3702049255371
"2016-06-08",37.5299987792969,37.7000007629395,37.060001373291,37.5499992370605,8666600,37.3503074645996
"2016-06-09",37.4799995422363,37.5699996948242,37.1100006103516,37.1300010681152,10206700,36.932544708252
"2016-06-10",36.8300018310547,37.0499992370605,36.6199989318848,36.7700004577637,7741400,36.5744590759277
"2016-06-13",36.5,37.1100006103516,36.4949989318848,36.5400009155273,8216000,36.3456840515137
"2016-06-14",36.3699989318848,37.2750015258789,36.25,37.1599998474121,10281900,36.9623832702637
"2016-06-15",37.1599998474121,37.2200012207031,36.7849998474121,36.8400001525879,7092000,36.6440849304199
"2016-06-16",36.6199989318848,37.0400009155273,36.3499984741211,36.9700012207031,6106000,36.7733955383301
"2016-06-17",37.0299987792969,37.1800003051758,36.6300010681152,36.9700012207031,7947100,36.7733955383301
"2016-06-20",37.2799987792969,37.7599983215332,36.8199996948242,36.8600006103516,7789600,36.6639785766602
"2016-06-21",36.7999992370605,36.7999992370605,35.9500007629395,36.1599998474121,12816100,35.967700958252
"2016-06-22",36.2799987792969,36.4930000305176,35.7799987792969,36,9292400,35.8085517883301
"2016-06-23",36.2700004577637,36.6650009155273,36.0499992370605,36.6599998474121,4808700,36.4650421142578
"2016-06-24",35,35.7249984741211,34.6100006103516,35.0800018310547,17647200,34.8934440612793
"2016-06-27",34.7400016784668,34.7599983215332,34,34.2000007629395,11195800,34.018123626709
"2016-06-28",34.4599990844727,35.25,34.2299995422363,35.2400016784668,12408200,35.0525970458984
"2016-06-29",35.689998626709,35.9049987792969,35.2900009155273,35.7700004577637,9520400,35.579776763916
"2016-06-30",35.810001373291,36.5299987792969,35.5900001525879,36.5099983215332,9153000,36.3158378601074
"2016-07-01",36.5999984741211,36.6699981689453,36.25,36.3499984741211,7260400,36.1566886901855
"2016-07-05",36.2999992370605,36.3600006103516,35.8699989318848,36.1199989318848,5321100,35.9279136657715
"2016-07-06",35.939998626709,36.1699981689453,35.7150001525879,35.9300003051758,7821300,35.7389221191406
"2016-07-07",35.9199981689453,36.3899993896484,35.8400001525879,36.3199996948242,7326700,36.1268501281738
"2016-07-08",36.7799987792969,37.4599990844727,36.6599998474121,37.3600006103516,6828600,37.161319732666
"2016-07-11",37.4500007629395,38.3300018310547,37.4000015258789,38.1500015258789,10096200,37.9471206665039
"2016-07-12",38.4700012207031,38.9099998474121,38.2400016784668,38.7900009155273,9997200,38.5837135314941
"2016-07-13",38.8400001525879,39.9900016784668,38.8300018310547,39.2799987792969,12458500,39.0711097717285
"2016-07-14",39.689998626709,40.0699996948242,39.4000015258789,39.9599990844727,9683500,39.7474937438965
"2016-07-15",40.0200004577637,40.0699996948242,38.9799995422363,39.0900001525879,8140600,38.8821220397949
"2016-07-18",39.1300010681152,39.2200012207031,38.7299995422363,38.9199981689453,7877400,38.7130241394043
"2016-07-19",38.9700012207031,39.4650001525879,38.8300018310547,39.3699989318848,8120100,39.1606292724609
"2016-07-20",39.439998626709,40.4500007629395,39.1199989318848,40.0499992370605,11189100,39.8370132446289
"2016-07-21",40.3300018310547,40.3300018310547,39.6500015258789,40.1300010681152,13363300,39.9165878295898
"2016-07-22",37.2999992370605,37.5900001525879,36.4300003051758,37.4199981689453,36397300,37.2210006713867
"2016-07-25",37.7000007629395,38.1800003051758,37.6199989318848,37.7799987792969,16904100,37.5790863037109
"2016-07-26",37.7799987792969,38.2700004577637,37.5999984741211,37.689998626709,10279200,37.4895629882812
"2016-07-27",37.6399993896484,37.689998626709,37.0449981689453,37.2200012207031,8894200,37.0220642089844
"2016-07-28",37.4000015258789,37.6800003051758,37.101001739502,37.2200012207031,5111300,37.0220642089844
"2016-07-29",37.4099998474121,37.4799995422363,36.8600006103516,37.2400016784668,6841500,37.0419578552246
"2016-08-01",37.4300003051758,37.439998626709,36.9000015258789,37.060001373291,5473900,36.8629150390625
"2016-08-02",37.060001373291,37.0849990844727,36.3600006103516,36.5400009155273,5997700,36.3456840515137
"2016-08-03",36.5900001525879,36.7400016784668,36.2799987792969,36.5800018310547,7663800,36.3854675292969
"2016-08-04",36.8199996948242,37.3899993896484,36.7299995422363,37.2999992370605,7507800,37.1016387939453
"2016-08-05",37.5499992370605,38.1500015258789,37.5499992370605,38.0999984741211,7670400,37.8973808288574
